"TXNAME"	"GENEID"
"482"	"ENSDART00000118841"	"ENSDARG00000083023"
"483"	"ENSDART00000014608"	"ENSDARG00000015266"
"484"	"ENSDART00000158680"	"ENSDARG00000100600"
"485"	"ENSDART00000142281"	"ENSDARG00000092542"
"486"	"ENSDART00000139364"	"ENSDARG00000092542"
"487"	"ENSDART00000051763"	"ENSDARG00000035692"
"488"	"ENSDART00000137066"	"ENSDARG00000035692"
"489"	"ENSDART00000143428"	"ENSDARG00000035692"
"490"	"ENSDART00000169389"	"ENSDARG00000094885"
"491"	"ENSDART00000139913"	"ENSDARG00000094885"
"492"	"ENSDART00000102542"	"ENSDARG00000090822"
"493"	"ENSDART00000123789"	"ENSDARG00000086859"
"494"	"ENSDART00000147363"	"ENSDARG00000086859"
"495"	"ENSDART00000130356"	"ENSDARG00000090118"
"496"	"ENSDART00000176581"	"ENSDARG00000061021"
"497"	"ENSDART00000163140"	"ENSDARG00000061021"
"498"	"ENSDART00000076519"	"ENSDARG00000054334"
"499"	"ENSDART00000176684"	"ENSDARG00000106456"
"500"	"ENSDART00000054265"	"ENSDARG00000074451"
"501"	"ENSDART00000141648"	"ENSDARG00000074451"
"502"	"ENSDART00000133208"	"ENSDARG00000079434"
"503"	"ENSDART00000144340"	"ENSDARG00000079434"
"504"	"ENSDART00000145373"	"ENSDARG00000079434"
"505"	"ENSDART00000054235"	"ENSDARG00000037283"
"506"	"ENSDART00000054228"	"ENSDARG00000037278"
"507"	"ENSDART00000141020"	"ENSDARG00000091184"
"508"	"ENSDART00000140172"	"ENSDARG00000094763"
"509"	"ENSDART00000143822"	"ENSDARG00000013787"
"510"	"ENSDART00000102455"	"ENSDARG00000013787"
"511"	"ENSDART00000129471"	"ENSDARG00000086790"
"512"	"ENSDART00000132082"	"ENSDARG00000086790"
"513"	"ENSDART00000027973"	"ENSDARG00000006427"
"514"	"ENSDART00000136984"	"ENSDARG00000006427"
"515"	"ENSDART00000182428"	"ENSDARG00000116236"
"516"	"ENSDART00000059264"	"ENSDARG00000054031"
"517"	"ENSDART00000054205"	"ENSDARG00000037259"
"518"	"ENSDART00000166226"	"ENSDARG00000037259"
"519"	"ENSDART00000102379"	"ENSDARG00000037260"
"520"	"ENSDART00000127154"	"ENSDARG00000037260"
"521"	"ENSDART00000054208"	"ENSDARG00000037261"
"522"	"ENSDART00000171989"	"ENSDARG00000037261"
"523"	"ENSDART00000190064"	"ENSDARG00000076928"
"524"	"ENSDART00000176380"	"ENSDARG00000076928"
"525"	"ENSDART00000113020"	"ENSDARG00000076928"
"526"	"ENSDART00000112263"	"ENSDARG00000079377"
"527"	"ENSDART00000046376"	"ENSDARG00000014790"
"528"	"ENSDART00000180810"	"ENSDARG00000014790"
"529"	"ENSDART00000168439"	"ENSDARG00000019581"
"530"	"ENSDART00000112329"	"ENSDARG00000019581"
"531"	"ENSDART00000159318"	"ENSDARG00000019581"
"532"	"ENSDART00000011809"	"ENSDARG00000019581"
"533"	"ENSDART00000193833"	"ENSDARG00000019581"
"534"	"ENSDART00000159345"	"ENSDARG00000019581"
"535"	"ENSDART00000164430"	"ENSDARG00000019581"
"536"	"ENSDART00000169297"	"ENSDARG00000019581"
"537"	"ENSDART00000152506"	"ENSDARG00000079925"
"538"	"ENSDART00000152138"	"ENSDARG00000094127"
"539"	"ENSDART00000011645"	"ENSDARG00000005210"
"540"	"ENSDART00000152169"	"ENSDARG00000005210"
"541"	"ENSDART00000182040"	"ENSDARG00000005210"
"542"	"ENSDART00000152643"	"ENSDARG00000005210"
"543"	"ENSDART00000158193"	"ENSDARG00000005210"
"544"	"ENSDART00000152306"	"ENSDARG00000005210"
"545"	"ENSDART00000152803"	"ENSDARG00000096667"
"546"	"ENSDART00000152144"	"ENSDARG00000096667"
"547"	"ENSDART00000152785"	"ENSDARG00000096667"
"548"	"ENSDART00000152393"	"ENSDARG00000096667"
"549"	"ENSDART00000152617"	"ENSDARG00000096667"
"550"	"ENSDART00000152299"	"ENSDARG00000096554"
"551"	"ENSDART00000183427"	"ENSDARG00000096554"
"552"	"ENSDART00000180366"	"ENSDARG00000096554"
"553"	"ENSDART00000181997"	"ENSDARG00000096554"
"554"	"ENSDART00000189093"	"ENSDARG00000069989"
"555"	"ENSDART00000102322"	"ENSDARG00000069989"
"556"	"ENSDART00000184065"	"ENSDARG00000069989"
"557"	"ENSDART00000161169"	"ENSDARG00000069989"
"558"	"ENSDART00000186790"	"ENSDARG00000069989"
"559"	"ENSDART00000128671"	"ENSDARG00000069989"
"560"	"ENSDART00000180184"	"ENSDARG00000069989"
"561"	"ENSDART00000172192"	"ENSDARG00000104096"
"562"	"ENSDART00000169584"	"ENSDARG00000104096"
"563"	"ENSDART00000102335"	"ENSDARG00000006621"
"564"	"ENSDART00000160524"	"ENSDARG00000006621"
"565"	"ENSDART00000102337"	"ENSDARG00000069996"
"566"	"ENSDART00000165332"	"ENSDARG00000069996"
"567"	"ENSDART00000180692"	"ENSDARG00000100083"
"568"	"ENSDART00000166819"	"ENSDARG00000100083"
"569"	"ENSDART00000164984"	"ENSDARG00000100083"
"570"	"ENSDART00000162589"	"ENSDARG00000100083"
"571"	"ENSDART00000171868"	"ENSDARG00000100083"
"572"	"ENSDART00000133844"	"ENSDARG00000031632"
"573"	"ENSDART00000047211"	"ENSDARG00000031632"
"574"	"ENSDART00000149420"	"ENSDARG00000031632"
"575"	"ENSDART00000149785"	"ENSDARG00000031632"
"576"	"ENSDART00000149817"	"ENSDARG00000031632"
"577"	"ENSDART00000149479"	"ENSDARG00000031632"
"578"	"ENSDART00000187922"	"ENSDARG00000031632"
"579"	"ENSDART00000166989"	"ENSDARG00000104710"
"580"	"ENSDART00000152730"	"ENSDARG00000096538"
"581"	"ENSDART00000141522"	"ENSDARG00000053500"
"582"	"ENSDART00000053932"	"ENSDARG00000053500"
"583"	"ENSDART00000126746"	"ENSDARG00000053500"
"584"	"ENSDART00000192015"	"ENSDARG00000053500"
"585"	"ENSDART00000075539"	"ENSDARG00000053502"
"586"	"ENSDART00000053926"	"ENSDARG00000037100"
"587"	"ENSDART00000150133"	"ENSDARG00000037100"
"588"	"ENSDART00000141441"	"ENSDARG00000037100"
"589"	"ENSDART00000152484"	"ENSDARG00000096648"
"590"	"ENSDART00000114536"	"ENSDARG00000069804"
"591"	"ENSDART00000149219"	"ENSDARG00000069804"
"592"	"ENSDART00000150004"	"ENSDARG00000069804"
"593"	"ENSDART00000186905"	"ENSDARG00000069804"
"594"	"ENSDART00000113735"	"ENSDARG00000078546"
"595"	"ENSDART00000137055"	"ENSDARG00000078546"
"596"	"ENSDART00000053924"	"ENSDARG00000037099"
"597"	"ENSDART00000085648"	"ENSDARG00000060620"
"598"	"ENSDART00000112106"	"ENSDARG00000075858"
"599"	"ENSDART00000152716"	"ENSDARG00000096592"
"600"	"ENSDART00000142382"	"ENSDARG00000093663"
"601"	"ENSDART00000152663"	"ENSDARG00000096555"
"602"	"ENSDART00000152343"	"ENSDARG00000096544"
"603"	"ENSDART00000152226"	"ENSDARG00000069799"
"604"	"ENSDART00000088290"	"ENSDARG00000061732"
"605"	"ENSDART00000154342"	"ENSDARG00000061732"
"606"	"ENSDART00000136066"	"ENSDARG00000061732"
"607"	"ENSDART00000054059"	"ENSDARG00000037144"
"608"	"ENSDART00000101856"	"ENSDARG00000037144"
"609"	"ENSDART00000054064"	"ENSDARG00000037177"
"610"	"ENSDART00000019743"	"ENSDARG00000003866"
"611"	"ENSDART00000135873"	"ENSDARG00000003866"
"612"	"ENSDART00000142184"	"ENSDARG00000037178"
"613"	"ENSDART00000054066"	"ENSDARG00000037178"
"614"	"ENSDART00000133905"	"ENSDARG00000028982"
"615"	"ENSDART00000136786"	"ENSDARG00000028982"
"616"	"ENSDART00000135252"	"ENSDARG00000028982"
"617"	"ENSDART00000101779"	"ENSDARG00000060477"
"618"	"ENSDART00000143639"	"ENSDARG00000060477"
"619"	"ENSDART00000134311"	"ENSDARG00000060477"
"620"	"ENSDART00000146783"	"ENSDARG00000060477"
"621"	"ENSDART00000118020"	"ENSDARG00000082429"
"622"	"ENSDART00000189156"	"ENSDARG00000113839"
"623"	"ENSDART00000033024"	"ENSDARG00000026771"
"624"	"ENSDART00000112778"	"ENSDARG00000074302"
"625"	"ENSDART00000143897"	"ENSDARG00000042688"
"626"	"ENSDART00000127943"	"ENSDARG00000042688"
"627"	"ENSDART00000062628"	"ENSDARG00000042688"
"628"	"ENSDART00000127670"	"ENSDARG00000042688"
"629"	"ENSDART00000177900"	"ENSDARG00000042688"
"630"	"ENSDART00000152541"	"ENSDARG00000096527"
"631"	"ENSDART00000022841"	"ENSDARG00000019715"
"632"	"ENSDART00000149561"	"ENSDARG00000019715"
"633"	"ENSDART00000102210"	"ENSDARG00000069946"
"634"	"ENSDART00000150169"	"ENSDARG00000069946"
"635"	"ENSDART00000148968"	"ENSDARG00000069946"
"636"	"ENSDART00000148844"	"ENSDARG00000069946"
"637"	"ENSDART00000137863"	"ENSDARG00000069951"
"638"	"ENSDART00000075340"	"ENSDARG00000069951"
"639"	"ENSDART00000129362"	"ENSDARG00000069951"
"640"	"ENSDART00000148229"	"ENSDARG00000093358"
"641"	"ENSDART00000149401"	"ENSDARG00000095941"
"642"	"ENSDART00000075286"	"ENSDARG00000053269"
"643"	"ENSDART00000057885"	"ENSDARG00000039615"
"644"	"ENSDART00000182908"	"ENSDARG00000039615"
"645"	"ENSDART00000057880"	"ENSDARG00000039613"
"646"	"ENSDART00000192203"	"ENSDARG00000039613"
"647"	"ENSDART00000044214"	"ENSDARG00000029751"
"648"	"ENSDART00000057879"	"ENSDARG00000027572"
"649"	"ENSDART00000144957"	"ENSDARG00000027572"
"650"	"ENSDART00000112333"	"ENSDARG00000078733"
"651"	"ENSDART00000189801"	"ENSDARG00000078733"
"652"	"ENSDART00000075260"	"ENSDARG00000053248"
"653"	"ENSDART00000007522"	"ENSDARG00000012896"
"654"	"ENSDART00000168045"	"ENSDARG00000100996"
"655"	"ENSDART00000152700"	"ENSDARG00000096540"
"656"	"ENSDART00000146602"	"ENSDARG00000053241"
"657"	"ENSDART00000148611"	"ENSDARG00000053241"
"658"	"ENSDART00000181442"	"ENSDARG00000053241"
"659"	"ENSDART00000137156"	"ENSDARG00000027826"
"660"	"ENSDART00000135078"	"ENSDARG00000027826"
"661"	"ENSDART00000178955"	"ENSDARG00000107292"
"662"	"ENSDART00000113818"	"ENSDARG00000079455"
"663"	"ENSDART00000152580"	"ENSDARG00000079455"
"664"	"ENSDART00000128317"	"ENSDARG00000079455"
"665"	"ENSDART00000125782"	"ENSDARG00000089053"
"666"	"ENSDART00000109369"	"ENSDARG00000078810"
"667"	"ENSDART00000135926"	"ENSDARG00000094318"
"668"	"ENSDART00000149792"	"ENSDARG00000094318"
"669"	"ENSDART00000136761"	"ENSDARG00000060716"
"670"	"ENSDART00000140435"	"ENSDARG00000074815"
"671"	"ENSDART00000113486"	"ENSDARG00000074815"
"672"	"ENSDART00000137151"	"ENSDARG00000074815"
"673"	"ENSDART00000187194"	"ENSDARG00000079280"
"674"	"ENSDART00000150043"	"ENSDARG00000079280"
"675"	"ENSDART00000139004"	"ENSDARG00000079280"
"676"	"ENSDART00000149786"	"ENSDARG00000079280"
"677"	"ENSDART00000110026"	"ENSDARG00000079280"
"678"	"ENSDART00000148946"	"ENSDARG00000079280"
"679"	"ENSDART00000133870"	"ENSDARG00000079280"
"680"	"ENSDART00000018472"	"ENSDARG00000002190"
"681"	"ENSDART00000075626"	"ENSDARG00000053580"
"682"	"ENSDART00000114384"	"ENSDARG00000079350"
"683"	"ENSDART00000122316"	"ENSDARG00000012763"
"684"	"ENSDART00000102184"	"ENSDARG00000012763"
"685"	"ENSDART00000149105"	"ENSDARG00000012763"
"686"	"ENSDART00000131664"	"ENSDARG00000013023"
"687"	"ENSDART00000141936"	"ENSDARG00000013023"
"688"	"ENSDART00000174661"	"ENSDARG00000106311"
"689"	"ENSDART00000175840"	"ENSDARG00000115905"
"690"	"ENSDART00000042984"	"ENSDARG00000022971"
"691"	"ENSDART00000146530"	"ENSDARG00000022971"
"692"	"ENSDART00000117082"	"ENSDARG00000081597"
"693"	"ENSDART00000146042"	"ENSDARG00000022971"
"694"	"ENSDART00000191432"	"ENSDARG00000032056"
"695"	"ENSDART00000046094"	"ENSDARG00000032056"
"696"	"ENSDART00000192938"	"ENSDARG00000032056"
"697"	"ENSDART00000147201"	"ENSDARG00000074860"
"698"	"ENSDART00000075584"	"ENSDARG00000053542"
"699"	"ENSDART00000180998"	"ENSDARG00000111052"
"700"	"ENSDART00000012873"	"ENSDARG00000015312"
"701"	"ENSDART00000180483"	"ENSDARG00000015312"
"702"	"ENSDART00000037986"	"ENSDARG00000058287"
"703"	"ENSDART00000149891"	"ENSDARG00000058287"
"704"	"ENSDART00000166007"	"ENSDARG00000058287"
"705"	"ENSDART00000077744"	"ENSDARG00000069910"
"706"	"ENSDART00000102118"	"ENSDARG00000069910"
"707"	"ENSDART00000135528"	"ENSDARG00000069910"
"708"	"ENSDART00000145535"	"ENSDARG00000069910"
"709"	"ENSDART00000186106"	"ENSDARG00000109513"
"710"	"ENSDART00000150038"	"ENSDARG00000069910"
"711"	"ENSDART00000077725"	"ENSDARG00000079191"
"712"	"ENSDART00000113808"	"ENSDARG00000079191"
"713"	"ENSDART00000165389"	"ENSDARG00000102858"
"714"	"ENSDART00000109678"	"ENSDARG00000075798"
"715"	"ENSDART00000181635"	"ENSDARG00000075798"
"716"	"ENSDART00000158799"	"ENSDARG00000075798"
"717"	"ENSDART00000140724"	"ENSDARG00000037018"
"718"	"ENSDART00000149806"	"ENSDARG00000037018"
"719"	"ENSDART00000053806"	"ENSDARG00000037018"
"720"	"ENSDART00000085051"	"ENSDARG00000060397"
"721"	"ENSDART00000131284"	"ENSDARG00000060397"
"722"	"ENSDART00000132118"	"ENSDARG00000094648"
"723"	"ENSDART00000180628"	"ENSDARG00000115856"
"724"	"ENSDART00000085021"	"ENSDARG00000060383"
"725"	"ENSDART00000132932"	"ENSDARG00000060383"
"726"	"ENSDART00000140144"	"ENSDARG00000060383"
"727"	"ENSDART00000148505"	"ENSDARG00000060383"
"728"	"ENSDART00000179634"	"ENSDARG00000037002"
"729"	"ENSDART00000139636"	"ENSDARG00000037002"
"730"	"ENSDART00000175902"	"ENSDARG00000037002"
"731"	"ENSDART00000137071"	"ENSDARG00000037002"
"732"	"ENSDART00000189284"	"ENSDARG00000112614"
"733"	"ENSDART00000053773"	"ENSDARG00000036995"
"734"	"ENSDART00000147458"	"ENSDARG00000036995"
"735"	"ENSDART00000124112"	"ENSDARG00000069737"
"736"	"ENSDART00000189182"	"ENSDARG00000069737"
"737"	"ENSDART00000190784"	"ENSDARG00000011876"
"738"	"ENSDART00000187475"	"ENSDARG00000011876"
"739"	"ENSDART00000125013"	"ENSDARG00000011876"
"740"	"ENSDART00000128557"	"ENSDARG00000011876"
"741"	"ENSDART00000010632"	"ENSDARG00000011876"
"742"	"ENSDART00000186772"	"ENSDARG00000011876"
"743"	"ENSDART00000192274"	"ENSDARG00000011876"
"744"	"ENSDART00000111566"	"ENSDARG00000078789"
"745"	"ENSDART00000146020"	"ENSDARG00000078789"
"746"	"ENSDART00000149022"	"ENSDARG00000078326"
"747"	"ENSDART00000109314"	"ENSDARG00000078326"
"748"	"ENSDART00000148640"	"ENSDARG00000078326"
"749"	"ENSDART00000117485"	"ENSDARG00000081340"
"750"	"ENSDART00000043855"	"ENSDARG00000034093"
"751"	"ENSDART00000181666"	"ENSDARG00000034093"
"752"	"ENSDART00000192580"	"ENSDARG00000034093"
"753"	"ENSDART00000159684"	"ENSDARG00000034093"
"754"	"ENSDART00000172742"	"ENSDARG00000034093"
"755"	"ENSDART00000158395"	"ENSDARG00000034093"
"756"	"ENSDART00000008756"	"ENSDARG00000034093"
"757"	"ENSDART00000157503"	"ENSDARG00000034093"
"758"	"ENSDART00000045111"	"ENSDARG00000034093"
"759"	"ENSDART00000078206"	"ENSDARG00000034093"
"760"	"ENSDART00000162971"	"ENSDARG00000034093"
"761"	"ENSDART00000191004"	"ENSDARG00000034093"
"762"	"ENSDART00000169906"	"ENSDARG00000034093"
"763"	"ENSDART00000171768"	"ENSDARG00000034093"
"764"	"ENSDART00000171340"	"ENSDARG00000102787"
"765"	"ENSDART00000166797"	"ENSDARG00000102787"
"766"	"ENSDART00000083593"	"ENSDARG00000074989"
"767"	"ENSDART00000168647"	"ENSDARG00000074989"
"768"	"ENSDART00000191986"	"ENSDARG00000074989"
"769"	"ENSDART00000171672"	"ENSDARG00000074989"
"770"	"ENSDART00000132318"	"ENSDARG00000077519"
"771"	"ENSDART00000183247"	"ENSDARG00000040048"
"772"	"ENSDART00000189756"	"ENSDARG00000040048"
"773"	"ENSDART00000139448"	"ENSDARG00000040048"
"774"	"ENSDART00000117307"	"ENSDARG00000082660"
"775"	"ENSDART00000179352"	"ENSDARG00000057303"
"776"	"ENSDART00000079928"	"ENSDARG00000057303"
"777"	"ENSDART00000140239"	"ENSDARG00000057303"
"778"	"ENSDART00000192292"	"ENSDARG00000113575"
"779"	"ENSDART00000135666"	"ENSDARG00000057303"
"780"	"ENSDART00000194782"	"ENSDARG00000117649"
"781"	"ENSDART00000194127"	"ENSDARG00000117649"
"782"	"ENSDART00000127635"	"ENSDARG00000053106"
"783"	"ENSDART00000075086"	"ENSDARG00000053106"
"784"	"ENSDART00000150215"	"ENSDARG00000095811"
"785"	"ENSDART00000182756"	"ENSDARG00000075098"
"786"	"ENSDART00000136300"	"ENSDARG00000075098"
"787"	"ENSDART00000110824"	"ENSDARG00000075098"
"788"	"ENSDART00000170546"	"ENSDARG00000075098"
"789"	"ENSDART00000166864"	"ENSDARG00000089976"
"790"	"ENSDART00000160003"	"ENSDARG00000089976"
"791"	"ENSDART00000165405"	"ENSDARG00000089976"
"792"	"ENSDART00000165454"	"ENSDARG00000104657"
"793"	"ENSDART00000194306"	"ENSDARG00000117532"
"794"	"ENSDART00000194408"	"ENSDARG00000117532"
"795"	"ENSDART00000194492"	"ENSDARG00000117532"
"796"	"ENSDART00000084891"	"ENSDARG00000005479"
"797"	"ENSDART00000148701"	"ENSDARG00000005479"
"798"	"ENSDART00000181790"	"ENSDARG00000005479"
"799"	"ENSDART00000177378"	"ENSDARG00000110757"
"800"	"ENSDART00000137676"	"ENSDARG00000005479"
"801"	"ENSDART00000122700"	"ENSDARG00000005479"
"802"	"ENSDART00000120480"	"ENSDARG00000085080"
"803"	"ENSDART00000132970"	"ENSDARG00000005479"
"804"	"ENSDART00000144455"	"ENSDARG00000005479"
"805"	"ENSDART00000121146"	"ENSDARG00000085746"
"806"	"ENSDART00000149984"	"ENSDARG00000007387"
"807"	"ENSDART00000131954"	"ENSDARG00000007387"
"808"	"ENSDART00000130270"	"ENSDARG00000007387"
"809"	"ENSDART00000112150"	"ENSDARG00000079183"
"810"	"ENSDART00000166251"	"ENSDARG00000104437"
"811"	"ENSDART00000164109"	"ENSDARG00000104437"
"812"	"ENSDART00000101623"	"ENSDARG00000069701"
"813"	"ENSDART00000011727"	"ENSDARG00000020857"
"814"	"ENSDART00000113954"	"ENSDARG00000076585"
"815"	"ENSDART00000101640"	"ENSDARG00000018587"
"816"	"ENSDART00000138072"	"ENSDARG00000078182"
"817"	"ENSDART00000074953"	"ENSDARG00000078182"
"818"	"ENSDART00000136508"	"ENSDARG00000095065"
"819"	"ENSDART00000138886"	"ENSDARG00000095065"
"820"	"ENSDART00000142521"	"ENSDARG00000095065"
"821"	"ENSDART00000145694"	"ENSDARG00000095065"
"822"	"ENSDART00000179679"	"ENSDARG00000069707"
"823"	"ENSDART00000136849"	"ENSDARG00000069707"
"824"	"ENSDART00000037553"	"ENSDARG00000008457"
"825"	"ENSDART00000149595"	"ENSDARG00000008457"
"826"	"ENSDART00000045697"	"ENSDARG00000031435"
"827"	"ENSDART00000135501"	"ENSDARG00000031435"
"828"	"ENSDART00000136916"	"ENSDARG00000077874"
"829"	"ENSDART00000138992"	"ENSDARG00000069710"
"830"	"ENSDART00000146119"	"ENSDARG00000069710"
"831"	"ENSDART00000139878"	"ENSDARG00000069710"
"832"	"ENSDART00000122059"	"ENSDARG00000087333"
"833"	"ENSDART00000137047"	"ENSDARG00000087333"
"834"	"ENSDART00000135578"	"ENSDARG00000087333"
"835"	"ENSDART00000133343"	"ENSDARG00000030368"
"836"	"ENSDART00000040798"	"ENSDARG00000030368"
"837"	"ENSDART00000168067"	"ENSDARG00000030368"
"838"	"ENSDART00000130490"	"ENSDARG00000030368"
"839"	"ENSDART00000194555"	"ENSDARG00000117231"
"840"	"ENSDART00000194215"	"ENSDARG00000117450"
"841"	"ENSDART00000194832"	"ENSDARG00000117485"
"842"	"ENSDART00000194435"	"ENSDARG00000117485"
"843"	"ENSDART00000194274"	"ENSDARG00000117485"
"844"	"ENSDART00000194885"	"ENSDARG00000117707"
"845"	"ENSDART00000074839"	"ENSDARG00000052899"
"846"	"ENSDART00000080563"	"ENSDARG00000052895"
"847"	"ENSDART00000189780"	"ENSDARG00000052895"
"848"	"ENSDART00000147672"	"ENSDARG00000052895"
"849"	"ENSDART00000163584"	"ENSDARG00000052895"
"850"	"ENSDART00000175582"	"ENSDARG00000074600"
"851"	"ENSDART00000111656"	"ENSDARG00000074600"
"852"	"ENSDART00000187394"	"ENSDARG00000075521"
"853"	"ENSDART00000147497"	"ENSDARG00000075521"
"854"	"ENSDART00000193568"	"ENSDARG00000075521"
"855"	"ENSDART00000137827"	"ENSDARG00000095566"
"856"	"ENSDART00000174851"	"ENSDARG00000108025"
"857"	"ENSDART00000145272"	"ENSDARG00000033604"
"858"	"ENSDART00000181865"	"ENSDARG00000109727"
"859"	"ENSDART00000144777"	"ENSDARG00000091911"
"860"	"ENSDART00000148251"	"ENSDARG00000093237"
"861"	"ENSDART00000144639"	"ENSDARG00000093237"
"862"	"ENSDART00000139521"	"ENSDARG00000093237"
"863"	"ENSDART00000010211"	"ENSDARG00000008706"
"864"	"ENSDART00000135280"	"ENSDARG00000008706"
"865"	"ENSDART00000134626"	"ENSDARG00000078108"
"866"	"ENSDART00000142967"	"ENSDARG00000078108"
"867"	"ENSDART00000142508"	"ENSDARG00000075639"
"868"	"ENSDART00000114449"	"ENSDARG00000075639"
"869"	"ENSDART00000191934"	"ENSDARG00000078016"
"870"	"ENSDART00000146310"	"ENSDARG00000078016"
"871"	"ENSDART00000114230"	"ENSDARG00000078016"
"872"	"ENSDART00000134754"	"ENSDARG00000092551"
"873"	"ENSDART00000139175"	"ENSDARG00000092551"
"874"	"ENSDART00000111367"	"ENSDARG00000075194"
"875"	"ENSDART00000132189"	"ENSDARG00000060252"
"876"	"ENSDART00000183675"	"ENSDARG00000060252"
"877"	"ENSDART00000145789"	"ENSDARG00000078908"
"878"	"ENSDART00000177298"	"ENSDARG00000078908"
"879"	"ENSDART00000053685"	"ENSDARG00000036967"
"880"	"ENSDART00000148388"	"ENSDARG00000036967"
"881"	"ENSDART00000124874"	"ENSDARG00000036967"
"882"	"ENSDART00000136879"	"ENSDARG00000036967"
"883"	"ENSDART00000145170"	"ENSDARG00000036967"
"884"	"ENSDART00000192672"	"ENSDARG00000036967"
"885"	"ENSDART00000084735"	"ENSDARG00000060264"
"886"	"ENSDART00000185887"	"ENSDARG00000060264"
"887"	"ENSDART00000140845"	"ENSDARG00000060264"
"888"	"ENSDART00000146739"	"ENSDARG00000018117"
"889"	"ENSDART00000179587"	"ENSDARG00000107253"
"890"	"ENSDART00000177496"	"ENSDARG00000024785"
"891"	"ENSDART00000184778"	"ENSDARG00000024785"
"892"	"ENSDART00000110860"	"ENSDARG00000024785"
"893"	"ENSDART00000138740"	"ENSDARG00000024785"
"894"	"ENSDART00000101306"	"ENSDARG00000024785"
"895"	"ENSDART00000143871"	"ENSDARG00000024785"
"896"	"ENSDART00000137609"	"ENSDARG00000024785"
"897"	"ENSDART00000148371"	"ENSDARG00000024785"
"898"	"ENSDART00000153506"	"ENSDARG00000024785"
"899"	"ENSDART00000180396"	"ENSDARG00000113563"
"900"	"ENSDART00000118793"	"ENSDARG00000081405"
"901"	"ENSDART00000074604"	"ENSDARG00000052703"
"902"	"ENSDART00000137791"	"ENSDARG00000052703"
"903"	"ENSDART00000194260"	"ENSDARG00000117264"
"904"	"ENSDART00000194566"	"ENSDARG00000117264"
"905"	"ENSDART00000131337"	"ENSDARG00000078558"
"906"	"ENSDART00000124873"	"ENSDARG00000089345"
"907"	"ENSDART00000161114"	"ENSDARG00000099025"
"908"	"ENSDART00000160542"	"ENSDARG00000052016"
"909"	"ENSDART00000172336"	"ENSDARG00000052016"
"910"	"ENSDART00000159450"	"ENSDARG00000078233"
"911"	"ENSDART00000106048"	"ENSDARG00000078233"
"912"	"ENSDART00000157763"	"ENSDARG00000078233"
"913"	"ENSDART00000170512"	"ENSDARG00000078233"
"914"	"ENSDART00000179560"	"ENSDARG00000078233"
"915"	"ENSDART00000166324"	"ENSDARG00000078233"
"916"	"ENSDART00000159340"	"ENSDARG00000078233"
"917"	"ENSDART00000170654"	"ENSDARG00000078233"
"918"	"ENSDART00000162494"	"ENSDARG00000104759"
"919"	"ENSDART00000100335"	"ENSDARG00000075179"
"920"	"ENSDART00000162105"	"ENSDARG00000104249"
"921"	"ENSDART00000164173"	"ENSDARG00000111029"
